2018-08-29 09:59:04: -- Analysis Started by On File Change, After Delay
2018-08-29 09:59:10: Changes: 3,119, Conflicts: 0, CopyTime: 0, FixState: 0, Errors: 0, All: 7381
2018-08-29 09:59:10: Left to Right: Copy File: 3119 
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/08/f89a1ea837d537cd21e895d9b7b1d0c695098b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/08/f89a1ea837d537cd21e895d9b7b1d0c695098b' (339)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/09/0358fee82331fac5c4faf85b3fcef6dde6152a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/09/0358fee82331fac5c4faf85b3fcef6dde6152a' (340)
2018-08-29 09:59:12: Copy New 'D:/repository/.git/objects/09/13bbb9032ed02b8c8da20d6a20c482d48a3dc0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/09/13bbb9032ed02b8c8da20d6a20c482d48a3dc0' (112,965)
2018-08-29 09:59:12: Copy New 'D:/repository/.git/objects/09/3b1e724bacaca13feaf98fe45c43a735581112' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/09/3b1e724bacaca13feaf98fe45c43a735581112' (1,606)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/09/3d472338b13b551826d6b352bd01bfe39659e2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/09/3d472338b13b551826d6b352bd01bfe39659e2' (359)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/09/71a3c7240a7fea7077467ca107053f4af8cfd7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/09/71a3c7240a7fea7077467ca107053f4af8cfd7' (339)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/09/8a574425aecc1501a54efa8d89f47592c27482' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/09/8a574425aecc1501a54efa8d89f47592c27482' (335)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/09/8cc150827f17d025ee6035f2e86d44b3821aa9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/09/8cc150827f17d025ee6035f2e86d44b3821aa9' (338)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/09/a627f4b74d18f218f36143a67927776b8b5f74' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/09/a627f4b74d18f218f36143a67927776b8b5f74' (341)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/09/dc3dae60bb8e156617833f4f2a3c1700c00e1a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/09/dc3dae60bb8e156617833f4f2a3c1700c00e1a' (338)
2018-08-29 09:59:12: Copy New 'D:/repository/.git/objects/09/ff25b96f9b1ec8d1f21cebba036755cfd93919' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/09/ff25b96f9b1ec8d1f21cebba036755cfd93919' (5,332)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/0ac106f123160db1837da4e757ce3f8fc585be' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/0ac106f123160db1837da4e757ce3f8fc585be' (377)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/3444b0f90ed4b524bdf9e9db91d047d15207cb' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/3444b0f90ed4b524bdf9e9db91d047d15207cb' (336)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/3d31661ad79300e8c97f6c0becde8f4d65486a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/3d31661ad79300e8c97f6c0becde8f4d65486a' (335)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/5542a7098e9edd3970d15fc194b59c965561e3' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/5542a7098e9edd3970d15fc194b59c965561e3' (336)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/5cb78ea101ca4341ca6cfe3de2cac20e21eefe' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/5cb78ea101ca4341ca6cfe3de2cac20e21eefe' (856)
2018-08-29 09:59:12: Copy New 'D:/repository/.git/objects/0a/66f9b4d98143eb4020898f6eae38f3cc4ab431' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/66f9b4d98143eb4020898f6eae38f3cc4ab431' (95,524)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/851a721c3bb34d44c4379d9f63e66c41d5c01a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/851a721c3bb34d44c4379d9f63e66c41d5c01a' (673)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/87d87e75dfbcd5aba31e1c733988fc3533d431' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/87d87e75dfbcd5aba31e1c733988fc3533d431' (342)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/90aa707a6592ca00766c30dfa3a9d1ada21912' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/90aa707a6592ca00766c30dfa3a9d1ada21912' (334)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/946bffcbce1186fce73db6128af7958868d195' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/946bffcbce1186fce73db6128af7958868d195' (342)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/9d8df411278dc435e68eaef68d46204de237cd' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/9d8df411278dc435e68eaef68d46204de237cd' (335)
2018-08-29 09:59:12: Copy New 'D:/repository/.git/objects/0a/b550269b7c624f3b2cb5b81e685b02457a2ea9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/b550269b7c624f3b2cb5b81e685b02457a2ea9' (1,084,686)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/d949b3a9fbe4f6241d601019315eb456f1610c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/d949b3a9fbe4f6241d601019315eb456f1610c' (339)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/d9682b905b966367f9034b54cf4510ea6ac553' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/d9682b905b966367f9034b54cf4510ea6ac553' (336)
2018-08-29 09:59:12: Copy New 'D:/repository/.git/objects/0a/dca87967d7f2f5a5815538f392d1cb20649f54' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/dca87967d7f2f5a5815538f392d1cb20649f54' (1,857)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/f8b49f12517aa655ad056cc18141008be96483' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/f8b49f12517aa655ad056cc18141008be96483' (347)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0a/fdcf7306472f8556a378b50184d40eb045a125' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0a/fdcf7306472f8556a378b50184d40eb045a125' (371)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0b/2477352cab35453fdf80cd409148d5e2c4022e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0b/2477352cab35453fdf80cd409148d5e2c4022e' (340)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0b/298c85b1ddcef180edeff3b4f6e46a6c10baa1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0b/298c85b1ddcef180edeff3b4f6e46a6c10baa1' (341)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0b/4bc12773ee8f035e7020e616c6bc75f9da2910' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0b/4bc12773ee8f035e7020e616c6bc75f9da2910' (370)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0b/5157a0ae4028eb13e296aab11526fa37ecb2e9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0b/5157a0ae4028eb13e296aab11526fa37ecb2e9' (237)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0b/545dff13a1ffdf631c08e8e61f5e9e3865c757' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0b/545dff13a1ffdf631c08e8e61f5e9e3865c757' (730)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0b/a123189b7b1b260783f6699e9487d559674676' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0b/a123189b7b1b260783f6699e9487d559674676' (339)
2018-08-29 09:59:12: Copy New 'D:/repository/.git/objects/0b/a14c750e36472ea2a1a6a63845c7779678d34e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0b/a14c750e36472ea2a1a6a63845c7779678d34e' (1,022)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0b/e61c4bbf722e42d0e63467a7dbcc335d5298b3' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0b/e61c4bbf722e42d0e63467a7dbcc335d5298b3' (340)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0c/104e4be5dc2eb96cf2bee7fad82bd0063dab0c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/104e4be5dc2eb96cf2bee7fad82bd0063dab0c' (336)
2018-08-29 09:59:12: Copy New 'D:/repository/.git/objects/0c/20f2bfbcb0811f05e3924d1a83555c30824d66' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/20f2bfbcb0811f05e3924d1a83555c30824d66' (283)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0c/389f1090600646a451e531780b74ffdb44efe1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/389f1090600646a451e531780b74ffdb44efe1' (377)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0c/42aba1a04fecbecd1ae9901a28ce85f12e8d10' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/42aba1a04fecbecd1ae9901a28ce85f12e8d10' (335)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0c/5824a6f28f649b4b93edadf684ccf79ef96a12' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/5824a6f28f649b4b93edadf684ccf79ef96a12' (336)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0c/5ca5ee7b87c96be0e554567b6688be1fa6c68e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/5ca5ee7b87c96be0e554567b6688be1fa6c68e' (337)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0c/62a81efd8bf3efe122236510efae5124ee481b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/62a81efd8bf3efe122236510efae5124ee481b' (339)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0c/8b80ae87bf30ada7796abcaf79f2637a1a0d11' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/8b80ae87bf30ada7796abcaf79f2637a1a0d11' (340)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0c/990937e5c17f6c68b97a33d95178a848455e98' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/990937e5c17f6c68b97a33d95178a848455e98' (336)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0c/bd83d807863df83e206d14dee325a88b908ac2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/bd83d807863df83e206d14dee325a88b908ac2' (341)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0c/f5af86f7287a60172cba9610d632a115167044' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0c/f5af86f7287a60172cba9610d632a115167044' (342)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0d/0c4d53031019050b1671e69eb399efeb813c23' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0d/0c4d53031019050b1671e69eb399efeb813c23' (340)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0d/2ff638079b14fd5bc781f861b39a2d996fea0c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0d/2ff638079b14fd5bc781f861b39a2d996fea0c' (333)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0d/5c7dfdde2ba54b22b1844825ad8e0fd83a38b7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0d/5c7dfdde2ba54b22b1844825ad8e0fd83a38b7' (337)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0d/7a5d7989759ff75dbc50605a94e3619cfd2b94' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0d/7a5d7989759ff75dbc50605a94e3619cfd2b94' (340)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0d/7f50799326125e81a8eb4c91b1cf6113660427' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0d/7f50799326125e81a8eb4c91b1cf6113660427' (339)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0d/84799c9eaf587dd322d18e3461b25593446fff' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0d/84799c9eaf587dd322d18e3461b25593446fff' (335)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0d/a29e069251704873b275244014ce25c614f4e1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0d/a29e069251704873b275244014ce25c614f4e1' (501)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0d/f5625d9b4e1dd8c57a7478167ed8d9204fd0aa' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0d/f5625d9b4e1dd8c57a7478167ed8d9204fd0aa' (336)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0e/058d878354c95dc0fdbfbe27c83e2a10128816' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0e/058d878354c95dc0fdbfbe27c83e2a10128816' (555)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0e/476e8f76f10a4cb5bf922ceeab231ce9c70916' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0e/476e8f76f10a4cb5bf922ceeab231ce9c70916' (202,997)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0e/701fb075c42c0314d1a87be6fd29256b728f96' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0e/701fb075c42c0314d1a87be6fd29256b728f96' (336)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0e/876a26979c9dbbea9dcb7f70b0a1e704f567dd' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0e/876a26979c9dbbea9dcb7f70b0a1e704f567dd' (340)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0e/880c58b8eb24126c9ebccd999b6b7e3c8d9dfe' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0e/880c58b8eb24126c9ebccd999b6b7e3c8d9dfe' (339)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0e/93c1b3c3d7f3a61f0907a970263c1b35302503' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0e/93c1b3c3d7f3a61f0907a970263c1b35302503' (341)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0e/abf4a53e06e81063f5391ed3e93fc43a95ce71' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0e/abf4a53e06e81063f5391ed3e93fc43a95ce71' (339)
2018-08-29 09:59:12: Copy Over 'D:/repository/.git/objects/0e/c59a63a60510d298e68211c7093ffec0024101' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0e/c59a63a60510d298e68211c7093ffec0024101' (341)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0e/f1fbf111ebe6d7eca76fc97a085a7717d0557b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0e/f1fbf111ebe6d7eca76fc97a085a7717d0557b' (338)
2018-08-29 09:59:13: Copy New 'D:/repository/.git/objects/0f/093a533beb134aefcc10b238f79e5ce8b7561b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/093a533beb134aefcc10b238f79e5ce8b7561b' (1,870)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/258695f0bf69bb7ba574ef202b293a5b95579a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/258695f0bf69bb7ba574ef202b293a5b95579a' (336)
2018-08-29 09:59:13: Copy New 'D:/repository/.git/objects/0f/274bc6deecbf4dbc69c15919bf681cc3ce5549' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/274bc6deecbf4dbc69c15919bf681cc3ce5549' (366)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/34f6aa78b1a95eac2cfa76f9fe45f55a33792a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/34f6aa78b1a95eac2cfa76f9fe45f55a33792a' (649)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/395219522a2a35c34ef2b6fe803226b8af54bf' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/395219522a2a35c34ef2b6fe803226b8af54bf' (339)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/5edaf6d02fd43829a1510487dc33d168859b65' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/5edaf6d02fd43829a1510487dc33d168859b65' (340)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/6aa610f6cc8b662c802d70aa2adc8ff7e256f9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/6aa610f6cc8b662c802d70aa2adc8ff7e256f9' (335)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/8003e7cdf7f2c0f279b2f61f9a088cd18d0f9e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/8003e7cdf7f2c0f279b2f61f9a088cd18d0f9e' (335)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/8721988aa521703af22ee2eefb7bef3673eab6' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/8721988aa521703af22ee2eefb7bef3673eab6' (380)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/a95c1b447d564b27dfe5b3c723606d25c5544b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/a95c1b447d564b27dfe5b3c723606d25c5544b' (340)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/ba9fb9a26d60df1ca2347dc2c1a3a27c270961' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/ba9fb9a26d60df1ca2347dc2c1a3a27c270961' (335)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/bbb36f483861818a9ef1e58c95fb5ce8b8ec95' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/bbb36f483861818a9ef1e58c95fb5ce8b8ec95' (304)
2018-08-29 09:59:13: Copy New 'D:/repository/.git/objects/0f/c6be97b564fa329596d517267b5ff09696b867' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/c6be97b564fa329596d517267b5ff09696b867' (108)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/c90081162123c957da7417b54d480405015502' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/c90081162123c957da7417b54d480405015502' (336)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/0f/c9b7a4de66c818d2ef40c611d070fe0fb5a4e4' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/0f/c9b7a4de66c818d2ef40c611d070fe0fb5a4e4' (340)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/10/308c1b65f908b8e7b4c3831d7054ec3bc7bd2c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/10/308c1b65f908b8e7b4c3831d7054ec3bc7bd2c' (341)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/10/3284b91926aba5589ad2e78f7c17cbd260fc2e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/10/3284b91926aba5589ad2e78f7c17cbd260fc2e' (341)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/10/453e94c37b980b8c3fe380f98c1e42ed6cf9fa' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/10/453e94c37b980b8c3fe380f98c1e42ed6cf9fa' (373)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/10/6a0b85b2d29b02b921a14abdebc2a5a71f8f5c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/10/6a0b85b2d29b02b921a14abdebc2a5a71f8f5c' (336)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/10/840f95c0d45be92fab0a6cf5b2e849391d9bbd' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/10/840f95c0d45be92fab0a6cf5b2e849391d9bbd' (805)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/10/87ffe606e5e69eaa5f2db260372e4cd81ad1b0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/10/87ffe606e5e69eaa5f2db260372e4cd81ad1b0' (341)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/10/aabd36b9a5d5f22c112af6d55a8beddf9da75d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/10/aabd36b9a5d5f22c112af6d55a8beddf9da75d' (341)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/10/cc4ee22bf3bddd36e8c19e1fb0844bd6b0b027' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/10/cc4ee22bf3bddd36e8c19e1fb0844bd6b0b027' (335)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/10/d528d23cdf017ae8efb4258c38eb91a3de84ec' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/10/d528d23cdf017ae8efb4258c38eb91a3de84ec' (340)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/11/1a77e1339402e9dc568973f72953884e3c8efb' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/1a77e1339402e9dc568973f72953884e3c8efb' (336)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/11/4026e6dd64fa31f2cdbd8cd747c8d7250bbdc7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/4026e6dd64fa31f2cdbd8cd747c8d7250bbdc7' (339)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/11/44467e24a4bbc67745775ce5f5979cd64953df' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/44467e24a4bbc67745775ce5f5979cd64953df' (456)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/11/576bf52fe6356e00fe1eb8db2e3e4c590e5f23' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/576bf52fe6356e00fe1eb8db2e3e4c590e5f23' (341)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/11/677a6e9b5d7445ebbd29b97bcccb1fc2285208' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/677a6e9b5d7445ebbd29b97bcccb1fc2285208' (335)
2018-08-29 09:59:13: Copy New 'D:/repository/.git/objects/11/94590186f7e3c108246ce5863ae144dda14b11' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/94590186f7e3c108246ce5863ae144dda14b11' (6,289)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/11/a322d88ed0b7c83ec0d361cf9dfc029e8b29c0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/a322d88ed0b7c83ec0d361cf9dfc029e8b29c0' (340)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/11/b62b073b3e0664609006f7fc4e6196a4fbae97' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/b62b073b3e0664609006f7fc4e6196a4fbae97' (336)
2018-08-29 09:59:13: Copy New 'D:/repository/.git/objects/11/db3979963173b0aebff40826f3c6889f866791' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/db3979963173b0aebff40826f3c6889f866791' (1,519)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/11/e02969dd53fe025d7726c3fc5adb7f0c62ebe1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/e02969dd53fe025d7726c3fc5adb7f0c62ebe1' (518)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/11/e5508ddaba420b920ed0497fc8747839e23a95' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/11/e5508ddaba420b920ed0497fc8747839e23a95' (334)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/12/1a56a41aa3e86820126bc0823fbb8b7bcc6494' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/12/1a56a41aa3e86820126bc0823fbb8b7bcc6494' (424)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/12/1e29c6ee513f96c4f343914a8457c29b7b1749' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/12/1e29c6ee513f96c4f343914a8457c29b7b1749' (457)
2018-08-29 09:59:13: Copy Over 'D:/repository/.git/objects/12/3b42a5bf1af9913df66498a4665aa08eac6f3d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/12/3b42a5bf1af9913df66498a4665aa08eac6f3d' (340)
2018-08-29 09:59:13: Copy New 'D:/repository/.git/objects/12/566c94ad3256cb14f327f593024aa2d3a518d4' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/12/566c94ad3256cb14f327f593024aa2d3a518d4' (48)
